PartNumber: 798   x_left_coord: 9, x_right_coord: 12, y_coord: 0
PartNumber: 285   x_left_coord: 136, x_right_coord: 139, y_coord: 34 Symbol(x_coord=130, y_coord=35, symbol='*')
PartNumber: 98   x_left_coord: 9, x_right_coord: 11, y_coord: 35 Symbol(x_coord=11, y_coord=34, symbol='*')
PartNumber: 98   x_left_coord: 9, x_right_coord: 11, y_coord: 35 Symbol(x_coord=19, y_coord=34, symbol='*')
PartNumber: 98   x_left_coord: 9, x_right_coord: 11, y_coord: 35 Symbol(x_coord=89, y_coord=34, symbol='*')
PartNumber: 98   x_left_coord: 9, x_right_coord: 11, y_coord: 35 Symbol(x_coord=96, y_coord=34, symbol='$')
PartNumber: 98   x_left_coord: 9, x_right_coord: 11, y_coord: 35 Symbol(x_coord=112, y_coord=34, symbol='@')
PartNumber: 98   x_left_coord: 9, x_right_coord: 11, y_coord: 35 Symbol(x_coord=35, y_coord=35, symbol='$')
PartNumber: 98   x_left_coord: 9, x_right_coord: 11, y_coord: 35 Symbol(x_coord=50, y_coord=35, symbol='*')
PartNumber: 98   x_left_coord: 9, x_right_coord: 11, y_coord: 35 Symbol(x_coord=71, y_coord=35, symbol='*')
PartNumber: 98   x_left_coord: 9, x_right_coord: 11, y_coord: 35 Symbol(x_coord=119, y_coord=35, symbol='$')
PartNumber: 98   x_left_coord: 9, x_right_coord: 11, y_coord: 35 Symbol(x_coord=130, y_coord=35, symbol='*')
PartNumber: 98   x_left_coord: 9, x_right_coord: 11, y_coord: 35 Symbol(x_coord=15, y_coord=36, symbol='/')
PartNumber: 98   x_left_coord: 9, x_right_coord: 11, y_coord: 35 Symbol(x_coord=21, y_coord=36, symbol='*')
PartNumber: 98   x_left_coord: 9, x_right_coord: 11, y_coord: 35 Symbol(x_coord=40, y_coord=36, symbol='*')
PartNumber: 98   x_left_coord: 9, x_right_coord: 11, y_coord: 35 Symbol(x_coord=66, y_coord=36, symbol='*')
PartNumber: 98   x_left_coord: 9, x_right_coord: 11, y_coord: 35 Symbol(x_coord=93, y_coord=36, symbol='@')
PartNumber: 895   x_left_coord: 41, x_right_coord: 44, y_coord: 35 Symbol(x_coord=11, y_coord=34, symbol='*')
PartNumber: 895   x_left_coord: 41, x_right_coord: 44, y_coord: 35 Symbol(x_coord=19, y_coord=34, symbol='*')
PartNumber: 895   x_left_coord: 41, x_right_coord: 44, y_coord: 35 Symbol(x_coord=89, y_coord=34, symbol='*')
PartNumber: 895   x_left_coord: 41, x_right_coord: 44, y_coord: 35 Symbol(x_coord=96, y_coord=34, symbol='$')
PartNumber: 895   x_left_coord: 41, x_right_coord: 44, y_coord: 35 Symbol(x_coord=112, y_coord=34, symbol='@')
PartNumber: 895   x_left_coord: 41, x_right_coord: 44, y_coord: 35 Symbol(x_coord=35, y_coord=35, symbol='$')
PartNumber: 895   x_left_coord: 41, x_right_coord: 44, y_coord: 35 Symbol(x_coord=50, y_coord=35, symbol='*')
PartNumber: 895   x_left_coord: 41, x_right_coord: 44, y_coord: 35 Symbol(x_coord=71, y_coord=35, symbol='*')
PartNumber: 895   x_left_coord: 41, x_right_coord: 44, y_coord: 35 Symbol(x_coord=119, y_coord=35, symbol='$')
PartNumber: 895   x_left_coord: 41, x_right_coord: 44, y_coord: 35 Symbol(x_coord=130, y_coord=35, symbol='*')
PartNumber: 895   x_left_coord: 41, x_right_coord: 44, y_coord: 35 Symbol(x_coord=15, y_coord=36, symbol='/')
PartNumber: 895   x_left_coord: 41, x_right_coord: 44, y_coord: 35 Symbol(x_coord=21, y_coord=36, symbol='*')
PartNumber: 895   x_left_coord: 41, x_right_coord: 44, y_coord: 35 Symbol(x_coord=40, y_coord=36, symbol='*')
PartNumber: 895   x_left_coord: 41, x_right_coord: 44, y_coord: 35 Symbol(x_coord=66, y_coord=36, symbol='*')
PartNumber: 895   x_left_coord: 41, x_right_coord: 44, y_coord: 35 Symbol(x_coord=93, y_coord=36, symbol='@')
PartNumber: 459   x_left_coord: 66, x_right_coord: 69, y_coord: 35 Symbol(x_coord=11, y_coord=34, symbol='*')
PartNumber: 459   x_left_coord: 66, x_right_coord: 69, y_coord: 35 Symbol(x_coord=19, y_coord=34, symbol='*')
PartNumber: 459   x_left_coord: 66, x_right_coord: 69, y_coord: 35 Symbol(x_coord=89, y_coord=34, symbol='*')
PartNumber: 459   x_left_coord: 66, x_right_coord: 69, y_coord: 35 Symbol(x_coord=96, y_coord=34, symbol='$')
PartNumber: 459   x_left_coord: 66, x_right_coord: 69, y_coord: 35 Symbol(x_coord=112, y_coord=34, symbol='@')
PartNumber: 459   x_left_coord: 66, x_right_coord: 69, y_coord: 35 Symbol(x_coord=35, y_coord=35, symbol='$')
PartNumber: 459   x_left_coord: 66, x_right_coord: 69, y_coord: 35 Symbol(x_coord=50, y_coord=35, symbol='*')
PartNumber: 459   x_left_coord: 66, x_right_coord: 69, y_coord: 35 Symbol(x_coord=71, y_coord=35, symbol='*')
PartNumber: 459   x_left_coord: 66, x_right_coord: 69, y_coord: 35 Symbol(x_coord=119, y_coord=35, symbol='$')
PartNumber: 459   x_left_coord: 66, x_right_coord: 69, y_coord: 35 Symbol(x_coord=130, y_coord=35, symbol='*')
PartNumber: 459   x_left_coord: 66, x_right_coord: 69, y_coord: 35 Symbol(x_coord=15, y_coord=36, symbol='/')
PartNumber: 459   x_left_coord: 66, x_right_coord: 69, y_coord: 35 Symbol(x_coord=21, y_coord=36, symbol='*')
PartNumber: 459   x_left_coord: 66, x_right_coord: 69, y_coord: 35 Symbol(x_coord=40, y_coord=36, symbol='*')
PartNumber: 459   x_left_coord: 66, x_right_coord: 69, y_coord: 35 Symbol(x_coord=66, y_coord=36, symbol='*')
PartNumber: 459   x_left_coord: 66, x_right_coord: 69, y_coord: 35 Symbol(x_coord=93, y_coord=36, symbol='@')
PartNumber: 399   x_left_coord: 87, x_right_coord: 90, y_coord: 35 Symbol(x_coord=11, y_coord=34, symbol='*')
PartNumber: 399   x_left_coord: 87, x_right_coord: 90, y_coord: 35 Symbol(x_coord=19, y_coord=34, symbol='*')
PartNumber: 399   x_left_coord: 87, x_right_coord: 90, y_coord: 35 Symbol(x_coord=89, y_coord=34, symbol='*')
PartNumber: 399   x_left_coord: 87, x_right_coord: 90, y_coord: 35 Symbol(x_coord=96, y_coord=34, symbol='$')
PartNumber: 399   x_left_coord: 87, x_right_coord: 90, y_coord: 35 Symbol(x_coord=112, y_coord=34, symbol='@')
PartNumber: 399   x_left_coord: 87, x_right_coord: 90, y_coord: 35 Symbol(x_coord=35, y_coord=35, symbol='$')
PartNumber: 399   x_left_coord: 87, x_right_coord: 90, y_coord: 35 Symbol(x_coord=50, y_coord=35, symbol='*')
PartNumber: 399   x_left_coord: 87, x_right_coord: 90, y_coord: 35 Symbol(x_coord=71, y_coord=35, symbol='*')
PartNumber: 399   x_left_coord: 87, x_right_coord: 90, y_coord: 35 Symbol(x_coord=119, y_coord=35, symbol='$')
PartNumber: 399   x_left_coord: 87, x_right_coord: 90, y_coord: 35 Symbol(x_coord=130, y_coord=35, symbol='*')
PartNumber: 399   x_left_coord: 87, x_right_coord: 90, y_coord: 35 Symbol(x_coord=15, y_coord=36, symbol='/')
PartNumber: 399   x_left_coord: 87, x_right_coord: 90, y_coord: 35 Symbol(x_coord=21, y_coord=36, symbol='*')
PartNumber: 399   x_left_coord: 87, x_right_coord: 90, y_coord: 35 Symbol(x_coord=40, y_coord=36, symbol='*')
PartNumber: 399   x_left_coord: 87, x_right_coord: 90, y_coord: 35 Symbol(x_coord=66, y_coord=36, symbol='*')
PartNumber: 399   x_left_coord: 87, x_right_coord: 90, y_coord: 35 Symbol(x_coord=93, y_coord=36, symbol='@')
PartNumber: 641   x_left_coord: 92, x_right_coord: 95, y_coord: 35 Symbol(x_coord=11, y_coord=34, symbol='*')
PartNumber: 641   x_left_coord: 92, x_right_coord: 95, y_coord: 35 Symbol(x_coord=19, y_coord=34, symbol='*')
PartNumber: 641   x_left_coord: 92, x_right_coord: 95, y_coord: 35 Symbol(x_coord=89, y_coord=34, symbol='*')
PartNumber: 641   x_left_coord: 92, x_right_coord: 95, y_coord: 35 Symbol(x_coord=96, y_coord=34, symbol='$')
PartNumber: 641   x_left_coord: 92, x_right_coord: 95, y_coord: 35 Symbol(x_coord=112, y_coord=34, symbol='@')
PartNumber: 641   x_left_coord: 92, x_right_coord: 95, y_coord: 35 Symbol(x_coord=35, y_coord=35, symbol='$')
PartNumber: 641   x_left_coord: 92, x_right_coord: 95, y_coord: 35 Symbol(x_coord=50, y_coord=35, symbol='*')
PartNumber: 641   x_left_coord: 92, x_right_coord: 95, y_coord: 35 Symbol(x_coord=71, y_coord=35, symbol='*')
PartNumber: 641   x_left_coord: 92, x_right_coord: 95, y_coord: 35 Symbol(x_coord=119, y_coord=35, symbol='$')
PartNumber: 641   x_left_coord: 92, x_right_coord: 95, y_coord: 35 Symbol(x_coord=130, y_coord=35, symbol='*')
PartNumber: 641   x_left_coord: 92, x_right_coord: 95, y_coord: 35 Symbol(x_coord=15, y_coord=36, symbol='/')
PartNumber: 641   x_left_coord: 92, x_right_coord: 95, y_coord: 35 Symbol(x_coord=21, y_coord=36, symbol='*')
PartNumber: 641   x_left_coord: 92, x_right_coord: 95, y_coord: 35 Symbol(x_coord=40, y_coord=36, symbol='*')
PartNumber: 641   x_left_coord: 92, x_right_coord: 95, y_coord: 35 Symbol(x_coord=66, y_coord=36, symbol='*')
PartNumber: 641   x_left_coord: 92, x_right_coord: 95, y_coord: 35 Symbol(x_coord=93, y_coord=36, symbol='@')
PartNumber: 285   x_left_coord: 113, x_right_coord: 116, y_coord: 35 Symbol(x_coord=11, y_coord=34, symbol='*')
PartNumber: 285   x_left_coord: 113, x_right_coord: 116, y_coord: 35 Symbol(x_coord=19, y_coord=34, symbol='*')
PartNumber: 285   x_left_coord: 113, x_right_coord: 116, y_coord: 35 Symbol(x_coord=89, y_coord=34, symbol='*')
PartNumber: 285   x_left_coord: 113, x_right_coord: 116, y_coord: 35 Symbol(x_coord=96, y_coord=34, symbol='$')
PartNumber: 285   x_left_coord: 113, x_right_coord: 116, y_coord: 35 Symbol(x_coord=112, y_coord=34, symbol='@')
PartNumber: 285   x_left_coord: 113, x_right_coord: 116, y_coord: 35 Symbol(x_coord=35, y_coord=35, symbol='$')
PartNumber: 285   x_left_coord: 113, x_right_coord: 116, y_coord: 35 Symbol(x_coord=50, y_coord=35, symbol='*')
PartNumber: 285   x_left_coord: 113, x_right_coord: 116, y_coord: 35 Symbol(x_coord=71, y_coord=35, symbol='*')
PartNumber: 285   x_left_coord: 113, x_right_coord: 116, y_coord: 35 Symbol(x_coord=119, y_coord=35, symbol='$')
PartNumber: 285   x_left_coord: 113, x_right_coord: 116, y_coord: 35 Symbol(x_coord=130, y_coord=35, symbol='*')
PartNumber: 285   x_left_coord: 113, x_right_coord: 116, y_coord: 35 Symbol(x_coord=15, y_coord=36, symbol='/')
PartNumber: 285   x_left_coord: 113, x_right_coord: 116, y_coord: 35 Symbol(x_coord=21, y_coord=36, symbol='*')
PartNumber: 285   x_left_coord: 113, x_right_coord: 116, y_coord: 35 Symbol(x_coord=40, y_coord=36, symbol='*')
PartNumber: 285   x_left_coord: 113, x_right_coord: 116, y_coord: 35 Symbol(x_coord=66, y_coord=36, symbol='*')
PartNumber: 285   x_left_coord: 113, x_right_coord: 116, y_coord: 35 Symbol(x_coord=93, y_coord=36, symbol='@')
PartNumber: 455   x_left_coord: 18, x_right_coord: 21, y_coord: 36 Symbol(x_coord=35, y_coord=35, symbol='$')
PartNumber: 455   x_left_coord: 18, x_right_coord: 21, y_coord: 36 Symbol(x_coord=50, y_coord=35, symbol='*')
PartNumber: 455   x_left_coord: 18, x_right_coord: 21, y_coord: 36 Symbol(x_coord=71, y_coord=35, symbol='*')
PartNumber: 455   x_left_coord: 18, x_right_coord: 21, y_coord: 36 Symbol(x_coord=119, y_coord=35, symbol='$')
PartNumber: 455   x_left_coord: 18, x_right_coord: 21, y_coord: 36 Symbol(x_coord=130, y_coord=35, symbol='*')
PartNumber: 455   x_left_coord: 18, x_right_coord: 21, y_coord: 36 Symbol(x_coord=15, y_coord=36, symbol='/')
PartNumber: 455   x_left_coord: 18, x_right_coord: 21, y_coord: 36 Symbol(x_coord=21, y_coord=36, symbol='*')
PartNumber: 455   x_left_coord: 18, x_right_coord: 21, y_coord: 36 Symbol(x_coord=40, y_coord=36, symbol='*')
PartNumber: 455   x_left_coord: 18, x_right_coord: 21, y_coord: 36 Symbol(x_coord=66, y_coord=36, symbol='*')
PartNumber: 455   x_left_coord: 18, x_right_coord: 21, y_coord: 36 Symbol(x_coord=93, y_coord=36, symbol='@')
PartNumber: 455   x_left_coord: 18, x_right_coord: 21, y_coord: 36 Symbol(x_coord=6, y_coord=37, symbol='#')
PartNumber: 455   x_left_coord: 18, x_right_coord: 21, y_coord: 36 Symbol(x_coord=63, y_coord=37, symbol='*')
PartNumber: 455   x_left_coord: 18, x_right_coord: 21, y_coord: 36 Symbol(x_coord=90, y_coord=37, symbol='*')
PartNumber: 455   x_left_coord: 18, x_right_coord: 21, y_coord: 36 Symbol(x_coord=106, y_coord=37, symbol='$')
PartNumber: 455   x_left_coord: 18, x_right_coord: 21, y_coord: 36 Symbol(x_coord=136, y_coord=37, symbol='#')
PartNumber: 429   x_left_coord: 22, x_right_coord: 25, y_coord: 36 Symbol(x_coord=35, y_coord=35, symbol='$')
PartNumber: 429   x_left_coord: 22, x_right_coord: 25, y_coord: 36 Symbol(x_coord=50, y_coord=35, symbol='*')
PartNumber: 429   x_left_coord: 22, x_right_coord: 25, y_coord: 36 Symbol(x_coord=71, y_coord=35, symbol='*')
PartNumber: 429   x_left_coord: 22, x_right_coord: 25, y_coord: 36 Symbol(x_coord=119, y_coord=35, symbol='$')
PartNumber: 429   x_left_coord: 22, x_right_coord: 25, y_coord: 36 Symbol(x_coord=130, y_coord=35, symbol='*')
PartNumber: 429   x_left_coord: 22, x_right_coord: 25, y_coord: 36 Symbol(x_coord=15, y_coord=36, symbol='/')
PartNumber: 429   x_left_coord: 22, x_right_coord: 25, y_coord: 36 Symbol(x_coord=21, y_coord=36, symbol='*')
PartNumber: 429   x_left_coord: 22, x_right_coord: 25, y_coord: 36 Symbol(x_coord=40, y_coord=36, symbol='*')
PartNumber: 429   x_left_coord: 22, x_right_coord: 25, y_coord: 36 Symbol(x_coord=66, y_coord=36, symbol='*')
PartNumber: 429   x_left_coord: 22, x_right_coord: 25, y_coord: 36 Symbol(x_coord=93, y_coord=36, symbol='@')
PartNumber: 429   x_left_coord: 22, x_right_coord: 25, y_coord: 36 Symbol(x_coord=6, y_coord=37, symbol='#')
PartNumber: 429   x_left_coord: 22, x_right_coord: 25, y_coord: 36 Symbol(x_coord=63, y_coord=37, symbol='*')
PartNumber: 429   x_left_coord: 22, x_right_coord: 25, y_coord: 36 Symbol(x_coord=90, y_coord=37, symbol='*')
PartNumber: 429   x_left_coord: 22, x_right_coord: 25, y_coord: 36 Symbol(x_coord=106, y_coord=37, symbol='$')
PartNumber: 429   x_left_coord: 22, x_right_coord: 25, y_coord: 36 Symbol(x_coord=136, y_coord=37, symbol='#')
PartNumber: 794   x_left_coord: 37, x_right_coord: 40, y_coord: 36 Symbol(x_coord=35, y_coord=35, symbol='$')
PartNumber: 794   x_left_coord: 37, x_right_coord: 40, y_coord: 36 Symbol(x_coord=50, y_coord=35, symbol='*')
PartNumber: 794   x_left_coord: 37, x_right_coord: 40, y_coord: 36 Symbol(x_coord=71, y_coord=35, symbol='*')
PartNumber: 794   x_left_coord: 37, x_right_coord: 40, y_coord: 36 Symbol(x_coord=119, y_coord=35, symbol='$')
PartNumber: 794   x_left_coord: 37, x_right_coord: 40, y_coord: 36 Symbol(x_coord=130, y_coord=35, symbol='*')
PartNumber: 794   x_left_coord: 37, x_right_coord: 40, y_coord: 36 Symbol(x_coord=15, y_coord=36, symbol='/')
PartNumber: 794   x_left_coord: 37, x_right_coord: 40, y_coord: 36 Symbol(x_coord=21, y_coord=36, symbol='*')
PartNumber: 794   x_left_coord: 37, x_right_coord: 40, y_coord: 36 Symbol(x_coord=40, y_coord=36, symbol='*')
PartNumber: 794   x_left_coord: 37, x_right_coord: 40, y_coord: 36 Symbol(x_coord=66, y_coord=36, symbol='*')
PartNumber: 794   x_left_coord: 37, x_right_coord: 40, y_coord: 36 Symbol(x_coord=93, y_coord=36, symbol='@')
PartNumber: 794   x_left_coord: 37, x_right_coord: 40, y_coord: 36 Symbol(x_coord=6, y_coord=37, symbol='#')
PartNumber: 794   x_left_coord: 37, x_right_coord: 40, y_coord: 36 Symbol(x_coord=63, y_coord=37, symbol='*')
PartNumber: 794   x_left_coord: 37, x_right_coord: 40, y_coord: 36 Symbol(x_coord=90, y_coord=37, symbol='*')
PartNumber: 794   x_left_coord: 37, x_right_coord: 40, y_coord: 36 Symbol(x_coord=106, y_coord=37, symbol='$')
PartNumber: 794   x_left_coord: 37, x_right_coord: 40, y_coord: 36 Symbol(x_coord=136, y_coord=37, symbol='#')
PartNumber: 512   x_left_coord: 62, x_right_coord: 65, y_coord: 36 Symbol(x_coord=35, y_coord=35, symbol='$')
PartNumber: 512   x_left_coord: 62, x_right_coord: 65, y_coord: 36 Symbol(x_coord=50, y_coord=35, symbol='*')
PartNumber: 512   x_left_coord: 62, x_right_coord: 65, y_coord: 36 Symbol(x_coord=71, y_coord=35, symbol='*')
PartNumber: 512   x_left_coord: 62, x_right_coord: 65, y_coord: 36 Symbol(x_coord=119, y_coord=35, symbol='$')
PartNumber: 512   x_left_coord: 62, x_right_coord: 65, y_coord: 36 Symbol(x_coord=130, y_coord=35, symbol='*')
PartNumber: 512   x_left_coord: 62, x_right_coord: 65, y_coord: 36 Symbol(x_coord=15, y_coord=36, symbol='/')
PartNumber: 512   x_left_coord: 62, x_right_coord: 65, y_coord: 36 Symbol(x_coord=21, y_coord=36, symbol='*')
PartNumber: 512   x_left_coord: 62, x_right_coord: 65, y_coord: 36 Symbol(x_coord=40, y_coord=36, symbol='*')
PartNumber: 512   x_left_coord: 62, x_right_coord: 65, y_coord: 36 Symbol(x_coord=66, y_coord=36, symbol='*')
PartNumber: 512   x_left_coord: 62, x_right_coord: 65, y_coord: 36 Symbol(x_coord=93, y_coord=36, symbol='@')
PartNumber: 512   x_left_coord: 62, x_right_coord: 65, y_coord: 36 Symbol(x_coord=6, y_coord=37, symbol='#')
PartNumber: 512   x_left_coord: 62, x_right_coord: 65, y_coord: 36 Symbol(x_coord=63, y_coord=37, symbol='*')
PartNumber: 512   x_left_coord: 62, x_right_coord: 65, y_coord: 36 Symbol(x_coord=90, y_coord=37, symbol='*')
PartNumber: 512   x_left_coord: 62, x_right_coord: 65, y_coord: 36 Symbol(x_coord=106, y_coord=37, symbol='$')
PartNumber: 512   x_left_coord: 62, x_right_coord: 65, y_coord: 36 Symbol(x_coord=136, y_coord=37, symbol='#')
PartNumber: 770   x_left_coord: 71, x_right_coord: 74, y_coord: 36 Symbol(x_coord=35, y_coord=35, symbol='$')
PartNumber: 770   x_left_coord: 71, x_right_coord: 74, y_coord: 36 Symbol(x_coord=50, y_coord=35, symbol='*')
PartNumber: 770   x_left_coord: 71, x_right_coord: 74, y_coord: 36 Symbol(x_coord=71, y_coord=35, symbol='*')
PartNumber: 770   x_left_coord: 71, x_right_coord: 74, y_coord: 36 Symbol(x_coord=119, y_coord=35, symbol='$')
PartNumber: 770   x_left_coord: 71, x_right_coord: 74, y_coord: 36 Symbol(x_coord=130, y_coord=35, symbol='*')
PartNumber: 770   x_left_coord: 71, x_right_coord: 74, y_coord: 36 Symbol(x_coord=15, y_coord=36, symbol='/')
PartNumber: 770   x_left_coord: 71, x_right_coord: 74, y_coord: 36 Symbol(x_coord=21, y_coord=36, symbol='*')
PartNumber: 770   x_left_coord: 71, x_right_coord: 74, y_coord: 36 Symbol(x_coord=40, y_coord=36, symbol='*')
PartNumber: 770   x_left_coord: 71, x_right_coord: 74, y_coord: 36 Symbol(x_coord=66, y_coord=36, symbol='*')
PartNumber: 770   x_left_coord: 71, x_right_coord: 74, y_coord: 36 Symbol(x_coord=93, y_coord=36, symbol='@')
PartNumber: 770   x_left_coord: 71, x_right_coord: 74, y_coord: 36 Symbol(x_coord=6, y_coord=37, symbol='#')
PartNumber: 770   x_left_coord: 71, x_right_coord: 74, y_coord: 36 Symbol(x_coord=63, y_coord=37, symbol='*')
PartNumber: 770   x_left_coord: 71, x_right_coord: 74, y_coord: 36 Symbol(x_coord=90, y_coord=37, symbol='*')
PartNumber: 770   x_left_coord: 71, x_right_coord: 74, y_coord: 36 Symbol(x_coord=106, y_coord=37, symbol='$')
PartNumber: 770   x_left_coord: 71, x_right_coord: 74, y_coord: 36 Symbol(x_coord=136, y_coord=37, symbol='#')
PartNumber: 448   x_left_coord: 79, x_right_coord: 82, y_coord: 36 Symbol(x_coord=35, y_coord=35, symbol='$')
PartNumber: 448   x_left_coord: 79, x_right_coord: 82, y_coord: 36 Symbol(x_coord=50, y_coord=35, symbol='*')
PartNumber: 448   x_left_coord: 79, x_right_coord: 82, y_coord: 36 Symbol(x_coord=71, y_coord=35, symbol='*')
PartNumber: 448   x_left_coord: 79, x_right_coord: 82, y_coord: 36 Symbol(x_coord=119, y_coord=35, symbol='$')
PartNumber: 448   x_left_coord: 79, x_right_coord: 82, y_coord: 36 Symbol(x_coord=130, y_coord=35, symbol='*')
PartNumber: 448   x_left_coord: 79, x_right_coord: 82, y_coord: 36 Symbol(x_coord=15, y_coord=36, symbol='/')
PartNumber: 448   x_left_coord: 79, x_right_coord: 82, y_coord: 36 Symbol(x_coord=21, y_coord=36, symbol='*')
PartNumber: 448   x_left_coord: 79, x_right_coord: 82, y_coord: 36 Symbol(x_coord=40, y_coord=36, symbol='*')
PartNumber: 448   x_left_coord: 79, x_right_coord: 82, y_coord: 36 Symbol(x_coord=66, y_coord=36, symbol='*')
PartNumber: 448   x_left_coord: 79, x_right_coord: 82, y_coord: 36 Symbol(x_coord=93, y_coord=36, symbol='@')
PartNumber: 448   x_left_coord: 79, x_right_coord: 82, y_coord: 36 Symbol(x_coord=6, y_coord=37, symbol='#')
PartNumber: 448   x_left_coord: 79, x_right_coord: 82, y_coord: 36 Symbol(x_coord=63, y_coord=37, symbol='*')
PartNumber: 448   x_left_coord: 79, x_right_coord: 82, y_coord: 36 Symbol(x_coord=90, y_coord=37, symbol='*')
PartNumber: 448   x_left_coord: 79, x_right_coord: 82, y_coord: 36 Symbol(x_coord=106, y_coord=37, symbol='$')
PartNumber: 448   x_left_coord: 79, x_right_coord: 82, y_coord: 36 Symbol(x_coord=136, y_coord=37, symbol='#')
PartNumber: 336   x_left_coord: 129, x_right_coord: 132, y_coord: 36 Symbol(x_coord=35, y_coord=35, symbol='$')
PartNumber: 336   x_left_coord: 129, x_right_coord: 132, y_coord: 36 Symbol(x_coord=50, y_coord=35, symbol='*')
PartNumber: 336   x_left_coord: 129, x_right_coord: 132, y_coord: 36 Symbol(x_coord=71, y_coord=35, symbol='*')
PartNumber: 336   x_left_coord: 129, x_right_coord: 132, y_coord: 36 Symbol(x_coord=119, y_coord=35, symbol='$')
PartNumber: 336   x_left_coord: 129, x_right_coord: 132, y_coord: 36 Symbol(x_coord=130, y_coord=35, symbol='*')
PartNumber: 336   x_left_coord: 129, x_right_coord: 132, y_coord: 36 Symbol(x_coord=15, y_coord=36, symbol='/')
